Wed Sep  3 09:30:01 2025,71.7,87
Wed Sep  3 09:30:03 2025,71.7,87
Wed Sep  3 09:30:05 2025,71.7,87
Wed Sep  3 09:30:07 2025,71.7,87
Wed Sep  3 09:30:09 2025,71.7,87
Wed Sep  3 09:30:11 2025,71.7,87
Wed Sep  3 09:30:13 2025,71.7,87
Wed Sep  3 09:30:15 2025,71.7,87
Wed Sep  3 09:30:17 2025,71.7,87
Wed Sep  3 09:30:19 2025,71.7,87
Wed Sep  3 09:30:21 2025,71.7,87
Wed Sep  3 09:30:23 2025,71.7,87
Wed Sep  3 09:30:25 2025,71.7,87
Wed Sep  3 09:30:28 2025,71.7,87
Wed Sep  3 09:30:30 2025,71.7,87
Wed Sep  3 10:00:08 2025,75.0,69
Wed Sep  3 10:00:10 2025,75.0,69
Wed Sep  3 10:00:12 2025,75.0,69
Wed Sep  3 10:00:14 2025,75.0,69
Wed Sep  3 10:00:16 2025,75.0,69
Wed Sep  3 10:00:18 2025,75.0,69
Wed Sep  3 10:00:20 2025,75.0,69
Wed Sep  3 10:00:22 2025,75.0,69
Wed Sep  3 10:00:24 2025,75.0,69
Wed Sep  3 10:00:26 2025,75.0,69
Wed Sep  3 10:00:28 2025,75.0,69
Wed Sep  3 10:00:30 2025,75.0,69
Wed Sep  3 10:00:32 2025,75.0,69
Wed Sep  3 10:00:34 2025,75.0,69
Wed Sep  3 10:30:02 2025,75.0,69
Wed Sep  3 10:30:04 2025,75.0,69
Wed Sep  3 10:30:06 2025,75.0,69
Wed Sep  3 10:30:08 2025,75.0,69
Wed Sep  3 10:30:10 2025,75.0,69
Wed Sep  3 10:30:12 2025,75.0,69
Wed Sep  3 10:30:14 2025,75.0,69
Wed Sep  3 10:30:16 2025,75.0,69
Wed Sep  3 10:30:18 2025,75.0,69
Wed Sep  3 10:30:20 2025,75.0,69
Wed Sep  3 10:30:22 2025,75.0,69
